accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
RS_GCF_003665065.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus piezotolerans,3873,1092515,30,282.1,1850,3987417
RS_GCF_007991515.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus sojae,4660,1354225,30,290.6,2593,4829268
RS_GCF_008304605.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus polygoni,4370,1275497,26,291.9,2385,4536877
RS_GCF_009498735.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus oryzae,4602,1323671,31,287.6,2323,4634286
RS_GCF_009650095.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus salitolerans,4716,1443536,30,306.1,2242,5088110
RS_GCF_009733865.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus salinisoli,4075,1148756,21,281.9,1725,4319553
RS_GCF_014206945.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus halotolerans,3205,974837,29,304.2,2585,3393295
RS_GCF_014645515.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus neutriphilus,5266,1511348,20,287,2476,5443335
RS_GCF_014647195.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus indicireducens,3851,1068867,23,277.6,3175,3871950
RS_GCF_016909015.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus alcaliphilus,4777,1431795,20,299.7,2155,5175195
RS_GCF_017599345.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus suaedae,4350,1315917,20,302.5,2101,4648302
RS_GCF_019037185.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus caeni,3519,988892,22,281,1431,3569995
RS_GCF_021556485.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus alkalisoli,3665,1034886,20,282.4,3577,3731975
RS_GCF_023715655.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Oceanobacillus,Oceanobacillus luteolus,4029,1137332,23,282.3,2001,4009121
RS_GCF_900086715.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus timonensis,4336,1276941,24,294.5,3079,4547476
RS_GCF_900111195.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus ureilyticus,4011,1181654,31,294.6,2312,4071593
RS_GCF_900114645.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus orientalis,4314,1308364,32,303.3,3191,4611824
RS_GCF_900143085.1,All approaches,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Gracilibacillus,Gracilibacillus kekensis,3728,1126463,30,302.2,2739,3981756
GB_GCA_000166735.2,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,3414,649075,20,190.1,1221,2298088
GB_GCA_001436895.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,2093,650083,29,310.6,4755,2218304
RS_GCF_000014425.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,1808,565547,30,312.8,3681,1894360
RS_GCF_000014445.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides,2032,614120,30,302.2,2842,2075763
RS_GCF_000016825.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,1983,578677,30,291.8,1444,1999618
RS_GCF_000092505.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc kimchii,2089,618647,24,296.1,2220,2101787
RS_GCF_000159315.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus hilgardii,2643,730188,28,276.3,1859,2721039
RS_GCF_000159355.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,1785,523451,31,293.2,1545,1780499
RS_GCF_000159435.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus vaginalis,1824,523641,24,287.1,1443,1877332
RS_GCF_000160575.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides,1926,570979,23,296.5,2325,1980223
RS_GCF_000160835.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus antri,2134,656718,22,307.7,2267,2302896
RS_GCF_000160855.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus,1977,518264,24,262.1,1626,2020582
RS_GCF_000160875.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus iners,1196,380673,31,318.3,3794,1277649
RS_GCF_000166715.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum,1914,571591,31,298.6,1954,1957281
RS_GCF_000178475.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylolyticus,1605,451355,21,281.2,1436,1540806
RS_GCF_000193635.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella cibaria,2150,680601,22,316.6,8205,2317857
RS_GCF_000255495.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus vini,2245,642314,22,286.1,1490,2195706
RS_GCF_000260415.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus mali,2673,764582,22,286,2107,2652969
RS_GCF_000260435.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus zeae,3017,889647,23,294.9,5363,3110326
RS_GCF_000277645.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis,1669,491004,31,294.2,1525,1728940
RS_GCF_000296835.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hominis,1897,581784,24,306.7,3619,1928135
RS_GCF_000296855.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gigeriorum,1933,570869,20,295.3,2198,1927182
RS_GCF_000297025.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pasteurii,1819,559617,30,307.7,2262,1905398
RS_GCF_000349725.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus pobuzihii,2154,634764,27,294.7,1451,2351656
RS_GCF_000420365.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella halotolerans,1326,406803,30,306.8,1434,1358385
RS_GCF_000423245.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ceti,1277,412342,25,322.9,2102,1385752
RS_GCF_000423265.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus saerimneri,1759,502534,22,285.7,2750,1720753
RS_GCF_000425905.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus psittaci,1356,469947,24,346.6,12438,1542852
RS_GCF_000498955.2,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus fabifermentans,3171,901023,22,284.1,2146,3279100
RS_GCF_000583655.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus farraginis,3186,805748,23,252.9,1859,2844682
RS_GCF_000612445.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus sucicola,2455,687674,30,280.1,1584,2454642
RS_GCF_000615285.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kitasatonis,2062,562440,31,272.8,1981,1902496
RS_GCF_000615445.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hamsteri,1836,543469,30,296,4524,1826493
RS_GCF_000615765.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus equi,2515,649687,22,258.3,2134,2242681
RS_GCF_000615845.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus hayakitensis,1692,485888,30,287.2,3450,1667319
RS_GCF_000615905.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus nodensis,2873,798580,26,278,1774,2678542
RS_GCF_000691805.2,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella oryzae,2218,620094,20,279.6,3737,2129476
RS_GCF_000740055.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus oryzae,1910,543563,22,284.6,1586,1860394
RS_GCF_000750535.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella ceti,1349,401148,31,297.4,1594,1390397
RS_GCF_000785105.2,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus curieae,1992,616881,30,309.7,3598,2095860
RS_GCF_000829035.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,2962,856259,30,289.1,2268,3017804
RS_GCF_000829055.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus casei,2906,840795,31,289.3,2457,2952961
RS_GCF_000831645.3,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus heilongjiangensis,2491,767505,32,308.1,3141,2790548
RS_GCF_000967195.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis,1946,612084,30,314.5,4659,2118378
RS_GCF_000970855.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis,1829,583535,32,319,4658,2020254
RS_GCF_001039045.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus herbarum,2811,818012,32,291,2962,2899876
RS_GCF_001050475.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus ginsenosidimutans,2564,752421,31,293.5,3651,2590556
RS_GCF_001281175.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus apinorum,1318,428314,29,325,8294,1460240
RS_GCF_001281265.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus kunkeei,1357,456907,31,336.7,8343,1515712
RS_GCF_001293735.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gorillae,1590,485268,27,305.2,1600,1641621
RS_GCF_001311075.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus similis,3921,939918,23,239.7,2937,3453494
RS_GCF_001311135.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus paracollinoides,4142,929996,22,224.5,1767,3510481
RS_GCF_001311175.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus pantheris,3096,684279,20,221,1761,2530740
RS_GCF_001311195.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus camelliae,3401,727961,22,214,1372,2542116
RS_GCF_001311375.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus equigenerosi,2123,460700,25,217,1192,1593179
RS_GCF_001311785.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus saniviri,3345,696571,21,208.2,1555,2420749
RS_GCF_001312865.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus thailandensis,2545,580701,27,228.2,1440,2062475
RS_GCF_001433855.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,2427,714777,21,294.5,1950,2474438
RS_GCF_001433875.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,1825,497327,23,272.5,1903,1748504
RS_GCF_001433995.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus kimchicus,2537,759049,27,299.2,3959,2593269
RS_GCF_001434055.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus parabrevis,2416,719830,25,297.9,1556,2614213
RS_GCF_001434115.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus zymae,2470,762438,26,308.7,3363,2704501
RS_GCF_001434135.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kisonensis,2819,839361,20,297.8,3291,3006215
RS_GCF_001434145.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus otakiensis,2264,684530,34,302.4,1859,2346188
RS_GCF_001434255.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus diolivorans,3074,902049,21,293.4,1946,3261379
RS_GCF_001434275.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus mindensis,2236,668867,29,299.1,1642,2336411
RS_GCF_001434295.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus versmoldensis,2343,701612,22,299.5,2984,2373204
RS_GCF_001434335.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kalixensis,1974,619074,20,313.6,2587,2078190
RS_GCF_001434365.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gastricus,1854,558752,27,301.4,3288,1848461
RS_GCF_001434395.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus hammesii,2612,777543,22,297.7,2015,2815465
RS_GCF_001434405.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus apodemi,2065,615563,30,298.1,3657,2091181
RS_GCF_001434465.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus oris,1942,594733,22,306.2,1654,2031774
RS_GCF_001434535.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus animalis,1842,550883,21,299.1,2204,1880186
RS_GCF_001434585.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus crustorum,2190,647646,25,295.7,1492,2219511
RS_GCF_001434665.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus tucceti,2122,643725,31,303.4,2418,2173857
RS_GCF_001434705.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus nasuensis,2156,679948,30,315.4,2405,2280237
RS_GCF_001434785.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus namurensis,2244,694275,30,309.4,7929,2476425
RS_GCF_001434815.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus equicursoris,1958,598883,21,305.9,2043,2052598
RS_GCF_001434835.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus acidifarinae,2752,830907,27,301.9,7762,2918319
RS_GCF_001434895.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,Secundilactobacillus odoratitofui,2431,780524,31,321.1,4308,2751938
RS_GCF_001434915.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus capillatus,2128,639201,20,300.4,2026,2232918
RS_GCF_001434935.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus uvarum,2626,757523,21,288.5,1878,2686405
RS_GCF_001434975.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gallinarum,1963,569817,22,290.3,2012,1937187
RS_GCF_001434985.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus paralimentarius,2497,746718,26,299,3079,2548273
RS_GCF_001435035.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus manihotivorans,3180,889045,21,279.6,2960,3125880
RS_GCF_001435095.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus spicheri,2479,763559,23,308,7200,2749197
RS_GCF_001435195.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus satsumensis,2465,746745,26,302.9,1880,2639652
RS_GCF_001435235.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,Liquorilactobacillus ghanensis,2425,752212,30,310.2,2069,2605329
RS_GCF_001435315.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parabuchneri,2393,745955,24,311.7,5891,2566098
RS_GCF_001435345.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus pontis,1636,483002,30,295.2,1443,1667627
RS_GCF_001435375.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus araffinosus,1423,437177,31,307.2,1516,1475258
RS_GCF_001435445.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus kimchii,2636,814514,31,309,3540,2746576
RS_GCF_001435505.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus futsaii,2523,743023,21,294.5,1614,2518380
RS_GCF_001435525.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus koreensis,2721,793882,21,291.8,3651,2957112
RS_GCF_001435575.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus sunkii,2572,786409,29,305.8,3460,2693129
RS_GCF_001435755.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus acidipiscis,2410,644890,21,267.6,1451,2326083
RS_GCF_001435775.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus ingluviei,2134,626768,27,293.7,2949,2151571
RS_GCF_001435815.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus nantensis,2788,829641,30,297.6,2068,2914395
RS_GCF_001435895.1,All approaches,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus parafarraginis,3026,885317,20,292.6,2440,3081674
